Policy Number,Customer ID,Customer Name,Mobile Number,Email Id,Age,Gender,Marital Status,Dependents,Location,Occupation,Claims (3yrs),Claim Type,Online Activity,Service Calls,Current Insurance,Coverage,Renewal,Premium (3yrs),Recommended Insurance,Page_Visits_Health,Page_Visits_Auto,Page_Visits_Home,Page_Visits_Life,Time_Spent_Health,Time_Spent_Auto
90876,376,Dan Downs,414-876-9558x5881,deborah92@example.com,27,Female,Married,4,Burgessport,Psychotherapist,1,Theft,47,5,Life Insurance D,Full,2026-04-05,3029,Vision Insurance,4,9,6,4,32,104
85351,800,Renee Lyons,864-202-2438x5021,juanjohnston@example.com,49,Female,Single,1,South Jonathanmouth,Broadcast engineer,3,Accident,98,0,Life Insurance D,Full,2025-04-07,1820,Health Insurance,19,1,2,0,118,0
97715,104,Michelle Snyder,3516507222,uschultz@example.com,20,Female,Single,2,Carlosmouth,Comptroller,0,Theft,17,8,Life Insurance D,Full,2026-06-25,4942,Health Insurance,1,20,15,6,77,118
62958,661,Megan Hill,(383)545-2795x414,michael55@example.com,60,Female,Single,2,Danielsstad,"Engineer, electronics",2,Natural Disaster,1,1,Auto Insurance B,Full,2024-10-29,1922,Health Insurance,20,12,4,12,32,9
64569,607,David Gibson,661.786.2480x15603,annanelson@example.net,43,Male,Married,5,Carterbury,Technical brewer,0,Theft,48,1,Home Insurance A,Full,2026-06-10,1845,Vision Insurance,1,13,3,2,108,101
57314,447,Michelle Hoffman,744-731-8951x3418,laurajones@example.org,22,Male,Married,3,North Annaside,"Production assistant, television",1,Theft,98,1,Home Insurance A,Full,2025-06-21,1611,Health Insurance,4,2,0,17,72,31
94853,115,Jonathan Johnson,001-965-867-5953,mclaughlinvictoria@example.org,65,Male,Single,1,Melissatown,"Doctor, hospital",3,Accident,67,9,Health Insurance C,Partial,2025-03-18,3412,Vision Insurance,5,7,1,14,72,97
20558,813,Johnathan Harrison,351.203.5403x13898,patrickashley@example.net,69,Female,Married,2,Manninghaven,Medical sales representative,2,Natural Disaster,46,9,Life Insurance D,Partial,2025-06-25,3640,Disability Insurance,14,13,0,19,109,105
84842,207,Ashley Cruz,4619610990,watkinsdaniel@example.com,43,Male,Married,0,Nathanburgh,"Presenter, broadcasting",0,Natural Disaster,1,3,Home Insurance A,Full,2026-04-07,2641,Critical illness Insurance,15,3,9,5,41,4
39019,928,Joseph Reynolds,932.389.4110,qhernandez@example.com,18,Female,Single,5,Port Adam,Diplomatic Services operational officer,2,Natural Disaster,2,4,Home Insurance A,Full,2025-10-12,1793,Dental Insurance,3,5,19,4,105,34
21058,318,Peter Wilson,(355)375-4926,ncruz@example.net,38,Female,Married,2,Lake Robertfurt,"Accountant, chartered management",2,Accident,71,4,Home Insurance A,Full,2024-07-27,4189,Disability Insurance,16,5,7,0,52,19
38757,990,Scott Reyes,921.922.8669x855,cody91@example.net,68,Female,Single,2,West Aprilhaven,"Therapist, speech and language",3,Natural Disaster,79,1,Health Insurance C,Full,2024-12-23,3381,Dental Insurance,15,12,20,19,76,51
33989,973,Henry Rios,469-446-4169x40868,michaelhill@example.org,43,Female,Married,4,Port Kelsey,"Psychologist, prison and probation services",2,Natural Disaster,72,10,Auto Insurance B,Full,2024-11-27,1481,Critical illness Insurance,15,14,9,3,11,8
52926,829,Christopher Robinson,509-805-5892,katie61@example.org,38,Male,Married,1,West Kenneth,Higher education careers adviser,0,Accident,39,6,Home Insurance A,Partial,2024-12-31,1513,Critical illness Insurance,1,14,20,12,88,90
96632,351,Jennifer Sherman,746-520-2014,awalker@example.com,32,Female,Married,4,North Caroline,Museum/gallery curator,2,Theft,92,8,Life Insurance D,Full,2026-01-21,2958,Dental Insurance,20,14,5,3,71,70
98297,143,Edward Knight,(454)895-9152x9672,angela04@example.net,66,Female,Married,2,East Christopher,Dietitian,0,Natural Disaster,90,1,Auto Insurance B,Partial,2025-11-28,2913,Health Insurance,0,17,20,8,7,66
55115,292,Brian Campbell,001-350-299-7954x856,patriciasimpson@example.org,37,Female,Married,5,Hansonberg,"Therapist, occupational",1,Theft,89,2,Life Insurance D,Full,2024-10-20,2051,Health Insurance,14,20,19,14,113,28
37477,162,Alexis Chandler,671.804.1935x989,ajones@example.com,64,Female,Single,4,New Frankchester,Hospital pharmacist,3,Natural Disaster,69,0,Home Insurance A,Full,2025-10-18,3481,Disability Insurance,10,1,18,17,76,50
54270,685,Jeremy Edwards,(272)503-1383x600,pageclaudia@example.net,38,Female,Single,5,New Stevenchester,Bonds trader,0,Theft,65,6,Life Insurance D,Partial,2024-09-27,2859,Dental Insurance,4,16,13,4,42,19
32257,350,Cheryl Pham,(675)426-5928x0252,ashley32@example.com,27,Male,Single,3,New Denise,"Runner, broadcasting/film/video",1,Accident,63,2,Life Insurance D,Full,2024-12-02,3453,Disability Insurance,2,16,17,4,87,44
32511,917,Frank Mccullough,(490)247-0128x5064,gjohnson@example.net,20,Female,Single,0,Lake Mia,Furniture designer,3,Theft,62,9,Home Insurance A,Full,2026-04-29,2811,Vision Insurance,14,20,15,9,73,74
87713,389,Charlotte Valenzuela,(646)686-8977x6804,leepatrick@example.com,69,Female,Married,0,Bryantberg,"Geologist, wellsite",1,Natural Disaster,97,7,Life Insurance D,Full,2025-07-08,3581,Life Insurance,5,15,5,5,10,78
65729,387,Ashley Dixon,(665)761-2431x5411,cooperbrittany@example.org,23,Female,Single,4,West Tonya,"Teacher, adult education",2,Natural Disaster,44,5,Health Insurance C,Full,2025-09-01,3942,Dental Insurance,13,19,3,8,59,108
21664,527,Veronica Duffy,001-765-662-1201x49650,morrishannah@example.com,21,Female,Married,3,Stevenport,Probation officer,0,Accident,76,5,Health Insurance C,Partial,2025-10-14,2645,Accident Insurance,13,2,17,4,62,25
36655,485,James Rodriguez,887-760-9456x73631,morankristin@example.org,61,Male,Single,3,North Mistymouth,Local government officer,3,Natural Disaster,17,5,Health Insurance C,Full,2025-07-06,4170,Hospital indemnity insurance,20,0,12,15,103,8
99187,367,Stephen Fleming,5102606711,daniellefitzgerald@example.net,29,Female,Married,2,North Gene,Production manager,2,Natural Disaster,7,8,Life Insurance D,Full,2026-04-20,2257,Dental Insurance,20,0,9,2,115,55
89859,752,Kelly Anderson,761-431-3622x108,colonjacob@example.org,59,Female,Married,2,Danielstad,Exercise physiologist,0,Accident,49,3,Auto Insurance B,Partial,2025-03-26,2315,Life Insurance,5,14,11,20,20,101
61093,570,Sherry Smith,+1-514-571-7467x9330,angela13@example.net,51,Female,Married,1,Nicholasshire,Early years teacher,1,Theft,70,10,Health Insurance C,Partial,2026-05-05,1263,Hospital indemnity insurance,3,0,20,14,93,80
81616,307,Dustin Hamilton,001-600-434-6783x87075,floreslinda@example.com,33,Female,Married,2,New Christina,Radio producer,3,Natural Disaster,10,7,Life Insurance D,Full,2025-07-19,4056,Accident Insurance,8,11,3,15,13,17
85255,133,Colleen Gomez,729.295.6537,amber62@example.net,55,Female,Single,3,Lake Jasonchester,Biomedical scientist,0,Natural Disaster,67,1,Life Insurance D,Partial,2026-06-14,4704,Dental Insurance,5,8,15,7,117,39
96618,664,Jill Jenkins,(441)444-2586x01690,hansonstacey@example.net,28,Male,Married,3,New Ethanville,Software engineer,0,Theft,62,4,Life Insurance D,Full,2024-09-19,1845,Health Insurance,11,15,13,2,110,78
13986,314,Gary Hanna,218-533-0078x91523,karlvillarreal@example.com,19,Male,Single,2,Murphychester,Interior and spatial designer,3,Natural Disaster,91,0,Home Insurance A,Partial,2025-01-20,3900,Hospital indemnity insurance,16,13,0,6,71,6
66324,673,Katherine Lee,600-879-9015,powellshelly@example.org,48,Female,Married,1,Harmonland,"Engineer, maintenance (IT)",3,Accident,67,2,Health Insurance C,Full,2025-09-26,3552,Disability Insurance,10,3,8,18,93,50
55277,449,Mrs. Sarah Mcdonald DDS,586.263.2905x976,kimberlywillis@example.com,33,Female,Single,0,Lake Lisastad,"Nurse, mental health",1,Theft,88,9,Life Insurance D,Full,2025-09-10,3858,Critical illness Insurance,17,1,2,13,70,118
16285,407,John Park,878-486-1330x3581,lauriepeterson@example.org,51,Female,Single,2,New Alexischester,Automotive engineer,1,Theft,77,6,Home Insurance A,Full,2025-05-19,3462,Health Insurance,17,14,18,6,95,4
86693,664,Deborah Hale,+1-757-663-2153x753,huangmakayla@example.org,34,Female,Single,3,East Anthonyhaven,Public relations officer,2,Theft,78,5,Health Insurance C,Partial,2024-10-09,1149,Life Insurance,19,5,15,0,23,40
41628,415,Robin Robinson,001-841-573-2710,smithbrian@example.com,60,Female,Single,1,New Nancy,Radiation protection practitioner,2,Theft,54,3,Home Insurance A,Full,2025-11-13,3559,Disability Insurance,5,13,0,10,52,0
57524,654,Kristy Santiago,620-958-9253x5000,huntdaniel@example.net,57,Female,Single,0,New Misty,"Production designer, theatre/television/film",3,Theft,62,9,Health Insurance C,Partial,2026-04-16,3017,Disability Insurance,9,19,14,19,84,111
53468,462,Kristie Robertson,994-354-6325x460,jasonparker@example.net,29,Male,Married,4,New Stevenfurt,Advice worker,0,Accident,33,6,Health Insurance C,Full,2025-07-22,1086,Hospital indemnity insurance,19,17,17,18,74,106
55569,674,Christopher Bridges,7198928416,brianbarber@example.net,70,Male,Single,5,Katiehaven,Sub,0,Theft,96,7,Home Insurance A,Partial,2025-09-24,1965,Accident Insurance,19,5,1,10,47,84
31528,583,Mark Day,9425956100,johnevans@example.com,18,Male,Married,1,Port Michelle,"Surveyor, commercial/residential",1,Accident,65,6,Health Insurance C,Full,2025-07-01,4853,Dental Insurance,11,15,20,10,52,77
80535,927,Robert Ross,957-518-7451x49134,shawn65@example.net,19,Male,Married,5,West Sydney,Chief Financial Officer,2,Theft,28,5,Health Insurance C,Partial,2025-06-22,2376,Dental Insurance,1,10,4,6,101,11
97813,846,Rodney White,+1-240-337-5123x207,markprice@example.net,70,Female,Married,0,Martinezview,Garment/textile technologist,2,Theft,67,10,Life Insurance D,Partial,2026-01-14,1621,Accident Insurance,5,2,4,14,81,14
26782,765,Matthew White,001-766-805-2207x2458,norma19@example.com,43,Male,Single,0,Brownhaven,Geographical information systems officer,3,Natural Disaster,26,5,Life Insurance D,Full,2024-12-31,4313,Disability Insurance,12,18,15,7,11,12
71666,397,Maria Cobb,001-824-943-1101x022,saranavarro@example.com,20,Male,Single,4,Shannonstad,Early years teacher,2,Theft,21,6,Home Insurance A,Partial,2026-07-02,3085,Hospital indemnity insurance,4,9,10,5,56,79
20261,500,Louis Gordon,+1-421-644-3018x694,alexabolton@example.net,23,Male,Married,1,West David,Health and safety inspector,0,Natural Disaster,91,6,Auto Insurance B,Partial,2025-12-05,1952,Dental Insurance,19,3,8,11,6,4
69191,440,Jodi Little,9683722974,curtismurphy@example.com,22,Male,Married,2,Hawkinsborough,Chief Operating Officer,3,Accident,21,1,Home Insurance A,Full,2024-11-15,4638,Critical illness Insurance,14,11,7,8,15,69
94685,228,Meghan Garcia,854-670-1520,wendymoore@example.com,66,Female,Single,1,Tannermouth,Copy,1,Accident,21,3,Home Insurance A,Full,2025-02-23,2413,Vision Insurance,2,10,19,18,0,56
36391,493,Ashley Tucker,212.724.9377x7112,ladams@example.net,47,Male,Single,4,Lake Jenniferview,Sports administrator,3,Theft,27,2,Home Insurance A,Full,2025-04-05,2407,Health Insurance,17,10,0,11,112,70
15285,249,Martin Fuentes,985-754-6531x084,aacevedo@example.com,63,Female,Married,2,East Alexafurt,Operational investment banker,3,Theft,39,6,Life Insurance D,Partial,2025-11-15,2650,Vision Insurance,1,17,0,7,27,64
81204,210,Catherine Rivera,(616)651-6017x1976,howardashley@example.org,47,Male,Married,4,Port Natasha,Museum/gallery exhibitions officer,1,Accident,0,9,Home Insurance A,Full,2026-04-08,3088,Health Insurance,20,7,12,4,51,59
16254,331,Rachel Dorsey,593-537-9804x5433,carlyramos@example.com,70,Male,Married,1,Port Joseph,Theatre stage manager,0,Accident,53,5,Life Insurance D,Full,2024-11-15,4478,Life Insurance,12,18,10,16,16,49
84570,256,April Wilson,273.504.4738,jennifersmith@example.com,62,Male,Married,4,Alexandramouth,"Conservation officer, historic buildings",3,Natural Disaster,3,7,Health Insurance C,Full,2025-08-28,4832,Health Insurance,18,11,0,3,73,110
15234,949,Kristy Hudson,001-301-967-0604x2244,freemanrebecca@example.net,42,Female,Married,4,Johntown,Probation officer,1,Natural Disaster,62,8,Home Insurance A,Full,2025-03-01,1171,Life Insurance,10,4,3,19,104,67
32782,653,Natalie Waters,001-468-444-9762,floresroger@example.net,56,Female,Single,4,Wuburgh,Soil scientist,0,Accident,67,1,Auto Insurance B,Full,2024-09-07,3093,Disability Insurance,16,13,2,19,7,67
94204,332,Robert Clark,893-270-3655x383,daniel58@example.com,29,Female,Single,0,Jamesside,Network engineer,0,Natural Disaster,26,3,Life Insurance D,Full,2025-07-05,2822,Vision Insurance,20,18,17,5,63,54
85345,254,Nicholas Parker,963-665-6979,kdavidson@example.com,61,Female,Married,4,Josetown,Nature conservation officer,3,Natural Disaster,83,7,Life Insurance D,Partial,2024-11-13,2929,Life Insurance,9,7,1,5,56,58
10126,409,Mary Kim,+1-500-384-4279x855,samantha55@example.net,44,Female,Married,3,Hendersonside,Risk manager,2,Theft,11,4,Home Insurance A,Partial,2026-03-24,1094,Life Insurance,1,12,10,9,67,23
68285,380,Sarah Haynes,(494)474-3898x145,stephanieellis@example.org,19,Female,Married,0,North Mark,Geographical information systems officer,2,Theft,59,4,Health Insurance C,Full,2024-08-25,2765,Dental Insurance,15,13,8,20,119,6
15219,226,David Taylor,893-560-6833,bellterri@example.com,24,Male,Single,0,Antonioshire,Site engineer,2,Theft,78,6,Health Insurance C,Full,2024-08-18,2621,Disability Insurance,13,15,0,6,117,83
14301,416,Jeffrey Jimenez,4828699068,maynardaaron@example.net,22,Male,Single,2,Carolburgh,"Designer, fashion/clothing",0,Theft,40,4,Home Insurance A,Partial,2025-04-04,3620,Critical illness Insurance,10,13,17,1,106,40
68309,906,Brooke Stephens,001-425-235-9268x617,emily26@example.com,69,Male,Single,4,North Jerryton,Tourism officer,0,Natural Disaster,46,8,Auto Insurance B,Partial,2025-01-29,2949,Life Insurance,16,11,17,17,24,14
33135,968,Daniel King,999.852.5683,cathyburke@example.com,62,Male,Single,1,North Josephfurt,Prison officer,0,Accident,63,2,Auto Insurance B,Full,2025-08-26,2532,Vision Insurance,17,0,9,2,18,112
51895,533,Jeremiah Aguilar,318-370-4935,bowmanlauren@example.com,45,Male,Single,4,North Nathanielside,Phytotherapist,3,Natural Disaster,85,4,Home Insurance A,Full,2025-06-28,3487,Vision Insurance,18,13,7,4,69,48
97146,176,Rebecca Jenkins,+1-922-256-2389x1071,charlotte63@example.com,44,Female,Married,5,Wongfort,Diagnostic radiographer,1,Accident,50,4,Auto Insurance B,Partial,2025-04-27,4161,Life Insurance,11,17,4,0,53,86
22671,925,Mary Farmer,824-493-1194x724,toni74@example.net,65,Male,Married,2,West Alexandra,"Administrator, sports",2,Accident,7,0,Auto Insurance B,Full,2025-04-26,3948,Life Insurance,19,19,4,10,118,58
11433,704,Robert Calhoun,001-648-526-8356,astewart@example.org,69,Female,Single,2,Smithmouth,"Solicitor, Scotland",2,Accident,31,10,Life Insurance D,Full,2024-12-27,3487,Hospital indemnity insurance,9,16,19,9,49,47
98428,157,Michael Carr,+1-452-617-3256,paula32@example.org,62,Male,Married,0,West Robertfort,Commercial art gallery manager,0,Accident,89,7,Health Insurance C,Full,2025-10-20,4676,Life Insurance,14,0,17,8,94,105
79255,416,Christopher Bradshaw,(559)609-3390x82569,boylechad@example.net,21,Female,Married,4,West Stevenburgh,Ecologist,0,Accident,13,2,Home Insurance A,Full,2025-07-21,2246,Health Insurance,18,20,5,5,64,9
27617,802,Michael Padilla,781.485.4431x2275,carpenterelizabeth@example.net,37,Female,Single,3,South Jessicaborough,Estate manager/land agent,2,Accident,86,4,Health Insurance C,Full,2026-06-19,1754,Hospital indemnity insurance,14,11,4,3,27,29
39002,265,John Orozco,821.779.4321x9147,ruizmark@example.net,55,Male,Married,5,South Patricia,Pension scheme manager,0,Natural Disaster,70,8,Health Insurance C,Partial,2025-08-26,1827,Critical illness Insurance,12,0,9,1,117,85
49778,998,Michelle Harris,946.700.4224,qjones@example.org,66,Male,Single,5,Lewisfurt,Homeopath,0,Theft,56,8,Auto Insurance B,Partial,2024-12-06,3343,Critical illness Insurance,3,12,18,11,5,79
66683,605,Thomas Henry,(986)846-7058,hernandezkrista@example.net,59,Male,Single,5,Lake Whitneyland,Retail manager,0,Accident,99,10,Health Insurance C,Full,2026-03-10,3389,Life Insurance,5,12,9,15,66,94
23500,277,Andrea Petty,5546253979,brenda81@example.org,65,Female,Single,4,Perezshire,Training and development officer,2,Natural Disaster,71,4,Life Insurance D,Partial,2024-07-31,4747,Disability Insurance,2,18,13,20,115,64
57765,730,Bryan Lee,327-747-4419,sperez@example.net,22,Female,Married,2,North Matthew,Engineering geologist,0,Theft,78,7,Health Insurance C,Partial,2025-03-29,1452,Health Insurance,0,7,12,17,27,100
76944,973,Jessica Davis,+1-288-655-1901x895,wallaceandrew@example.org,20,Female,Single,3,Robinmouth,"Psychotherapist, child",0,Accident,30,0,Health Insurance C,Partial,2024-07-15,1278,Disability Insurance,0,12,6,14,93,90
27408,947,Jennifer Ramsey,775.358.4955x27336,georgebrown@example.net,34,Male,Single,1,Calebland,Catering manager,2,Natural Disaster,100,4,Life Insurance D,Partial,2025-12-21,4567,Disability Insurance,17,19,6,9,14,92
23371,116,Jonathan Jennings,5228107142,kellysarah@example.net,56,Male,Married,5,Masseyberg,Restaurant manager,2,Accident,42,1,Auto Insurance B,Full,2025-08-09,3146,Critical illness Insurance,0,6,13,9,90,29
88569,710,Virginia Jones,681.424.6430x108,ghudson@example.org,67,Male,Single,1,Stephenschester,Seismic interpreter,3,Theft,36,6,Auto Insurance B,Full,2024-10-16,2616,Disability Insurance,6,20,10,8,25,22
64461,694,Andrea Rivera,(471)337-2459,tiffany15@example.com,37,Male,Married,4,Mossfurt,Recruitment consultant,3,Theft,31,7,Auto Insurance B,Partial,2025-02-28,4469,Hospital indemnity insurance,4,11,14,20,88,22
75970,593,Jill Adams,001-348-527-3414,colemark@example.net,48,Male,Married,0,South Tammyton,Risk manager,0,Theft,73,10,Auto Insurance B,Partial,2026-02-28,2908,Critical illness Insurance,0,19,16,17,38,39
79249,703,Meghan Lawson,881-615-5843,zstewart@example.net,49,Female,Single,4,Elizabethmouth,Games developer,0,Theft,5,5,Home Insurance A,Full,2024-10-16,2226,Life Insurance,1,11,0,17,89,64
52240,929,Brittany Cooper,+1-690-876-4330x180,taylor74@example.org,60,Male,Married,0,South Anthonytown,Industrial buyer,3,Accident,70,9,Life Insurance D,Full,2025-02-23,4257,Life Insurance,19,13,17,9,49,98
15686,309,Sandra Stevens,578.506.4133,angelagoodwin@example.com,34,Female,Married,2,Maxwellshire,Primary school teacher,2,Accident,83,0,Health Insurance C,Full,2024-07-24,1952,Hospital indemnity insurance,15,7,16,2,68,5
53527,985,Rebecca Hunter,445-810-5270x8028,garymartinez@example.com,37,Female,Married,2,New Traciborough,Occupational hygienist,2,Accident,15,7,Auto Insurance B,Full,2025-01-20,1055,Health Insurance,13,14,7,13,45,47
92106,643,Chad Hood,240.320.0895x1689,andrewcowan@example.com,58,Female,Married,3,East Emily,Chartered certified accountant,0,Accident,1,9,Health Insurance C,Full,2024-10-27,2203,Health Insurance,2,7,12,3,60,98
48414,566,Paul Delgado,001-926-572-8496x2808,davidyork@example.org,54,Male,Single,0,Port Paulside,Diplomatic Services operational officer,2,Accident,59,9,Home Insurance A,Partial,2024-12-03,1716,Health Insurance,6,10,12,14,52,23
87663,537,Eddie Odom,496-853-4487,anna80@example.org,66,Male,Married,0,Port Anna,"Accountant, chartered",1,Accident,25,9,Health Insurance C,Partial,2026-02-14,2737,Life Insurance,10,16,1,16,7,38
36754,248,Sandra Green,001-931-590-4551x1554,gutierrezdavid@example.com,56,Female,Single,3,South Matthew,Insurance underwriter,1,Theft,61,4,Life Insurance D,Full,2025-06-30,4477,Accident Insurance,15,8,6,6,113,63
54921,513,Steven West,+1-302-533-2245x5528,lucas27@example.com,42,Male,Single,3,Bensonton,Glass blower/designer,2,Theft,57,4,Life Insurance D,Full,2024-08-19,4653,Hospital indemnity insurance,14,16,1,2,19,68
33525,924,Jennifer Patrick,947.989.0899x11727,palmermackenzie@example.com,18,Female,Married,3,Grayburgh,"Engineer, aeronautical",1,Natural Disaster,13,9,Life Insurance D,Partial,2024-11-25,2916,Accident Insurance,5,15,18,19,76,74
17124,769,Candice Coleman,6804185205,william54@example.com,43,Male,Single,2,Port David,Science writer,3,Theft,3,4,Health Insurance C,Partial,2024-11-21,3647,Health Insurance,16,4,12,14,56,8
45286,717,Kayla Chase,001-519-481-1348x2117,cohenaaron@example.net,42,Female,Single,4,South Casey,"Development worker, international aid",0,Accident,7,5,Home Insurance A,Partial,2025-12-15,1608,Critical illness Insurance,20,17,13,3,103,94
64589,663,Robert Lopez,759-619-1031,blewis@example.org,56,Male,Married,1,Lake Vickibury,"Geneticist, molecular",2,Accident,44,10,Home Insurance A,Full,2025-04-27,3579,Disability Insurance,1,13,11,9,58,15
99217,405,John Campbell,001-926-331-1865,carriedelgado@example.net,24,Male,Single,1,Lake Amandaberg,Commissioning editor,3,Theft,41,1,Home Insurance A,Full,2025-04-16,2200,Vision Insurance,13,20,9,10,53,76
92801,924,John Black,(600)554-5726x98516,susanhunter@example.net,58,Male,Single,3,Kingburgh,Museum/gallery curator,0,Natural Disaster,98,10,Auto Insurance B,Partial,2024-07-21,3068,Critical illness Insurance,18,3,14,11,119,49
89834,104,Stephen Stark,292.299.1098x55178,atkinsonkyle@example.net,62,Male,Married,0,Millerfurt,Information officer,1,Accident,17,6,Auto Insurance B,Full,2024-07-23,3716,Vision Insurance,6,8,4,5,76,49
27057,343,Richard Mora,+1-769-295-9324x872,bryan02@example.com,68,Male,Single,0,South Carlmouth,Proofreader,0,Natural Disaster,54,8,Auto Insurance B,Partial,2026-06-02,4957,Dental Insurance,18,19,8,14,71,108
52893,145,Jimmy Williams,862.572.0366,rwalker@example.org,31,Male,Single,4,Port Sheliaton,Veterinary surgeon,2,Theft,45,10,Auto Insurance B,Partial,2024-09-22,3818,Life Insurance,17,17,5,8,16,27
78104,194,Brandon Madden,631-517-2826x53050,stephanieortiz@example.net,33,Male,Married,1,New Ashley,Clinical psychologist,0,Natural Disaster,0,9,Auto Insurance B,Full,2025-05-15,3428,Critical illness Insurance,11,19,5,9,16,3
65028,565,Alexandra Mcdonald,854.854.1409,michelle43@example.org,65,Female,Single,3,Smithburgh,"Producer, television/film/video",1,Accident,93,6,Auto Insurance B,Full,2026-01-21,4029,Disability Insurance,20,1,0,18,0,38
70667,481,Tara Huynh,001-628-396-0319,jackpatterson@example.net,35,Female,Married,5,Thompsonborough,Hydrologist,1,Natural Disaster,48,0,Health Insurance C,Partial,2025-02-10,2557,Vision Insurance,13,16,3,20,80,70
44654,920,Jeffrey Preston,(272)795-8157x970,joshuahess@example.org,45,Male,Single,3,West Troyhaven,Stage manager,1,Accident,29,9,Auto Insurance B,Partial,2024-10-28,1884,Accident Insurance,8,4,14,20,57,44
63643,975,Jodi Walker,001-438-334-1049x9455,brianramos@example.net,34,Male,Married,2,Timothyton,Human resources officer,0,Accident,21,7,Home Insurance A,Full,2024-07-22,1540,Disability Insurance,18,18,20,14,76,5
95743,995,Karen Collins,260.239.1114,jason91@example.com,26,Male,Single,3,Lopezville,Quality manager,1,Theft,8,3,Auto Insurance B,Full,2024-10-10,2239,Health Insurance,14,3,1,8,86,25
92915,583,Shane Harding,001-295-673-6229x81784,elizabeth99@example.org,40,Female,Married,1,Nobleside,Technical sales engineer,2,Accident,18,8,Auto Insurance B,Full,2025-04-12,2467,Life Insurance,19,7,3,2,10,87
14339,592,Shannon Wallace,+1-899-544-2967x4311,christy78@example.org,69,Female,Married,2,Lake Gregoryshire,Physiological scientist,2,Theft,68,6,Home Insurance A,Partial,2025-05-20,4788,Hospital indemnity insurance,1,1,4,5,21,65
61976,246,Joseph Kelly,478.327.6271x904,paulhood@example.net,64,Male,Married,0,South Frederick,Advertising account executive,0,Accident,62,2,Home Insurance A,Partial,2024-08-21,3904,Dental Insurance,18,8,10,3,19,99
47521,198,Samantha Lawson,001-407-823-8276,elizabeth18@example.com,23,Female,Married,2,Lake Charlene,Mudlogger,2,Accident,51,9,Health Insurance C,Partial,2024-09-22,2640,Health Insurance,14,18,14,9,90,108
40180,438,Michael Perez,319.813.2189,sarahlawson@example.net,24,Male,Single,3,New Jenniferberg,Estate agent,0,Theft,12,4,Auto Insurance B,Partial,2025-12-20,2723,Hospital indemnity insurance,17,8,5,9,2,17
22649,459,Timothy Martinez,001-722-601-1924x4515,jessicatorres@example.org,26,Female,Single,0,Brooksland,Theatre stage manager,1,Theft,64,4,Auto Insurance B,Full,2026-06-06,2637,Dental Insurance,0,0,19,6,3,40
54830,837,Tina Hendrix,001-581-973-1460x7049,jonesjustin@example.com,36,Female,Married,1,Markview,Music tutor,1,Accident,83,10,Health Insurance C,Partial,2025-06-05,2064,Vision Insurance,15,18,9,8,22,69
39614,156,Carlos Rogers,001-645-904-0099x108,rodney58@example.com,33,Female,Single,2,Richardborough,"Conservator, museum/gallery",3,Natural Disaster,54,10,Health Insurance C,Partial,2025-09-08,4692,Disability Insurance,3,13,10,7,13,69
13394,210,Aaron Miller,866.309.4887x12494,zarmstrong@example.net,38,Female,Married,0,Chapmanmouth,Insurance risk surveyor,0,Accident,76,2,Life Insurance D,Partial,2026-04-02,2023,Vision Insurance,20,18,9,17,88,54
54426,907,Mrs. Connie Edwards MD,+1-953-677-7419x6437,wigginsmatthew@example.com,27,Female,Single,0,Murphyfurt,Equities trader,0,Accident,49,4,Auto Insurance B,Full,2026-01-02,2294,Vision Insurance,7,13,0,7,114,51
87529,299,Deborah Sullivan,(216)380-6729,kristina46@example.org,20,Female,Married,2,East Andrew,Tax adviser,0,Natural Disaster,71,6,Home Insurance A,Full,2025-09-25,4212,Hospital indemnity insurance,13,12,10,18,56,94
29610,318,Carrie Reed,748-560-2955,andrewbonilla@example.com,23,Male,Married,4,Port John,Agricultural consultant,1,Accident,40,9,Life Insurance D,Full,2025-05-03,2842,Vision Insurance,10,20,4,0,71,20
74459,667,Sandra Barry,+1-446-908-5030x22057,jamesbaker@example.net,58,Female,Single,4,Rhondafurt,"Optician, dispensing",2,Theft,28,2,Auto Insurance B,Partial,2026-04-16,1273,Health Insurance,19,17,13,0,27,9
23314,993,Christopher Bailey,+1-232-479-6464x166,john59@example.com,64,Male,Single,3,Williamsstad,"Education officer, museum",2,Accident,3,10,Auto Insurance B,Full,2025-04-09,2742,Critical illness Insurance,12,7,14,12,35,3
95013,358,Barbara Johnson,686-260-1700,ronaldmaldonado@example.net,62,Female,Married,4,Lauriemouth,Chartered public finance accountant,0,Natural Disaster,20,6,Life Insurance D,Partial,2025-11-24,1940,Critical illness Insurance,15,18,14,10,111,47
14273,370,Brad Castaneda,614-901-5371x445,tsweeney@example.org,24,Female,Single,1,Libury,Chief Operating Officer,0,Natural Disaster,37,2,Home Insurance A,Full,2025-08-01,2581,Disability Insurance,12,12,15,18,44,87
11130,389,Brian Ward,245-788-3440,colonmikayla@example.net,65,Male,Single,4,East Thomasfurt,Metallurgist,1,Theft,63,10,Auto Insurance B,Full,2026-06-01,1431,Disability Insurance,17,17,6,14,64,77
73332,444,Sarah Nelson,853-518-8056,latoyaguzman@example.net,24,Male,Single,0,North Jessicamouth,Conference centre manager,2,Accident,11,3,Health Insurance C,Full,2026-04-20,4289,Vision Insurance,3,18,10,0,11,50
